path,id,relpath,num_frames,height,width,aspect_ratio,fps,resolution,aes,flow,ocr,audio_path,audio_id,audio_fps,video_text,audio_text,text,cat0_ind,cat0_title,cat1_ind,cat1_title,cat2_ind,cat2_title,cat3_ind,cat3_title,cat4_ind,cat4_title
../../datasets/JavisBench/data/AVSBench_Single-source_s4_data_raw_videos_test_ambulance_siren_L1Og2mbuGCE.mp4,L1Og2mbuGCE,AVSBench/Single-source/s4_data/raw_videos/test/ambulance_siren/L1Og2mbuGCE.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/AVSBench_Single-source_s4_data_raw_videos_test_ambulance_siren_L1Og2mbuGCE.wav,L1Og2mbuGCE,16000,"A busy street scene with multiple cars driving in both directions. There are various signs and buildings lining the street. A yellow ambulance with flashing lights is prominently visible in the center of the frame, moving forward. The street is filled with traffic, and the overall atmosphere seems to be that of a typical urban setting.","An ambulance siren blaring loudly, indicating an emergency situation.","A busy street with multiple cars driving in both directions, filled with traffic. Various signs and buildings line the street. A yellow ambulance with flashing lights is prominently visible in the center of the frame, moving forward as its siren blares loudly, indicating an emergency situation. The overall atmosphere is that of a typical urban setting.",1,Urban Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/FAVDBench_videos_test_JFHbiOHT9sc_3000_13000.mp4,JFHbiOHT9sc_3000_13000,FAVDBench/videos/test/JFHbiOHT9sc_3000_13000.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_JFHbiOHT9sc_3000_13000.wav,JFHbiOHT9sc_3000_13000,16000,"A man is sitting on a stool on a sidewalk in front of a store. He is playing a guitar. There are various items around him, like a guitar case on the ground, a microphone on a stand, a water bottle, and some other bags. The store behind him has large windows with some posters and mannequins displaying clothes.","There is music playing, which is the sound of the guitar being played by the man.","A man is sitting on a stool on a sidewalk in front of a store, playing a guitar. There are various items around him, such as a guitar case on the ground, a microphone on a stand, a water bottle, and some other bags. The store behind him has large windows with posters and mannequins displaying clothes. The sound of the guitar fills the air.",1,Urban Scenario,0,Camera Shooting,3,Musical Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_P1ZjVld6gnc_scene-0.mp4,P1ZjVld6gnc_scene-0,P1ZjVld6gnc_scene-0.mp4,157,240.0,426.0,0.5633802816901409,24.0,102240.0,5.228118896484375,5.54609489440918,0.0,../../datasets/JavisBench/data/youtube_clip_P1ZjVld6gnc_scene-0.wav,P1ZjVld6gnc_scene-0,16000,"A woman in a red dress is walking on a sandy desert landscape. The sun is setting in the background, casting a warm orange glow over the scene. The woman has long, wavy hair and is barefoot. The sand is light brown and there are some small plants scattered around.","The sound of wind blowing, which is consistent throughout the video. There are also some faint sounds of the woman's footsteps in the sand.","A woman in a red dress is walking on a sandy desert landscape as the sun sets in the background, casting a warm orange glow. She has long, wavy hair and is barefoot, with the sound of wind blowing consistently around her. Faint sounds of her footsteps can also be heard in the sand.",0,Natural Scenario,0,Camera Shooting,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/FAVDBench_videos_test_6zbgi4vJ7pQ_0_10000.mp4,6zbgi4vJ7pQ_0_10000,FAVDBench/videos/test/6zbgi4vJ7pQ_0_10000.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_6zbgi4vJ7pQ_0_10000.wav,6zbgi4vJ7pQ_0_10000,16000,"There are two black goats in the video. One goat is standing near a tree trunk, its head is close to the tree, and it seems to be chewing on something. The other goat is partially visible in the foreground. The background is a bit blurry but shows some greenery and dry leaves on the ground.","There are sounds of children laughing and talking in the background. There are also some rustling sounds, possibly from the goats moving or the wind blowing through the leaves.","Two black goats are in the scene. One goat is standing near a tree trunk, its head close to the tree as it appears to be chewing on something. The other goat is partially visible in the foreground. In the background, there are sounds of children laughing and talking, along with rustling noises that could be from the goats moving or the wind blowing through the leaves. The background is a bit blurry but shows some greenery and dry leaves on the ground.",0,Natural Scenario,0,Camera Shooting,"0,1,4","Ambient Sounds,Biological Sounds,Speech Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/FAVDBench_videos_test_xsKDlRGubgM_447000_457000.mp4,xsKDlRGubgM_447000_457000,FAVDBench/videos/test/xsKDlRGubgM_447000_457000.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_xsKDlRGubgM_447000_457000.wav,xsKDlRGubgM_447000_457000,16000,A person in a yellow jacket and gloves is using a chainsaw to cut a large tree log on the ground. The background shows a forest with trees and some greenery.,"The sound of a chainsaw cutting through wood, with the engine running and the saw blade whirring.","A person in a yellow jacket and gloves is using a chainsaw to cut a large tree log on the ground. The sound of the chainsaw cutting through wood can be heard, with the engine running and the saw blade whirring. The background shows a forest with trees and some greenery.",0,Natural Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_8A5s6wH4N2M_scene-12.mp4,8A5s6wH4N2M_scene-12,8A5s6wH4N2M_scene-12.mp4,144,240.0,426.0,0.5633802816901409,24.0,102240.0,4.685996055603027,2.33447527885437,0.0,../../datasets/JavisBench/data/youtube_clip_8A5s6wH4N2M_scene-12.wav,8A5s6wH4N2M_scene-12,16000,"A construction scene is shown. There's a yellow building on the left side with a door and windows. In the middle, there's a red and white excavator with a large drill attachment. The drill is actively breaking up concrete on the ground, creating a pile of rubble. The ground is a mix of concrete and dirt. In the background, there are some wooden pallets and a green tarp. The sky is clear and blue.","The sound of a jackhammer or drill is heard throughout the video, indicating the active breaking up of concrete.","A yellow building with a door and windows is on the left side, while a red and white excavator with a large drill attachment is in the middle, actively breaking up concrete on the ground, creating a pile of rubble. The ground is a mix of concrete and dirt, and the sound of the drill can be heard throughout, indicating the ongoing work. In the background, there are some wooden pallets and a green tarp, and the sky is clear and blue.",3,Industrial Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_vbu4hW3ytGw_scene-0.mp4,vbu4hW3ytGw_scene-0,vbu4hW3ytGw_scene-0.mp4,147,240.0,426.0,0.5633802816901409,24.0,102240.0,5.578832149505615,1.5399956703186035,0.0,../../datasets/JavisBench/data/youtube_clip_vbu4hW3ytGw_scene-0.wav,vbu4hW3ytGw_scene-0,16000,"The video shows a cozy indoor scene. There's a round window with a view of a snowy forest outside. Inside, there's a bed with a knitted blanket and some pillows. To the left of the bed, there's a bookshelf filled with books and a small fireplace with a fire burning. There are also some books on the bed and a stack of books near the window.",The sound of a fire crackling can be heard throughout the video.,"A cozy indoor setting with a round window offering a view of a snowy forest outside. A bed features a knitted blanket and pillows, and to the left, a bookshelf is filled with books alongside a small fireplace where a fire is burning. Books are scattered on the bed and near the window. The sound of a fire crackling can be heard throughout.",2,Living Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_jPJ_WYpDQY0_scene-9.mp4,jPJ_WYpDQY0_scene-9,jPJ_WYpDQY0_scene-9.mp4,80,240.0,426.0,0.5633802816901409,24.0,102240.0,4.676850318908691,5.48407793045044,0.0,../../datasets/JavisBench/data/youtube_clip_jPJ_WYpDQY0_scene-9.wav,jPJ_WYpDQY0_scene-9,16000,"There's a large explosion in the middle of a snowy landscape. The explosion is intense, with bright orange flames and smoke billowing out. Debris is flying everywhere, and the ground around the explosion site is covered in snow. In the background, there are some trees and a body of water, but they are mostly obscured by the explosion and smoke.","There's a loud explosion sound, followed by a series of beeps and a whooshing noise.","There's a loud explosion in a snowy landscape, with intense orange flames and smoke billowing out. Debris flies everywhere, and the ground around the explosion site is covered in snow. Following the explosion, there are a series of beeps and a whooshing noise.",0,Natural Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_Ocwq_4vreaY_scene-7.mp4,Ocwq_4vreaY_scene-7,Ocwq_4vreaY_scene-7.mp4,55,240.0,426.0,0.5633802816901409,24.0,102240.0,4.509402275085449,24.96242332458496,0.0,../../datasets/JavisBench/data/youtube_clip_Ocwq_4vreaY_scene-7.wav,Ocwq_4vreaY_scene-7,16000,"The video shows a person riding a bicycle on a bridge. There are colorful animated characters floating around, like a yellow cat and a blue octopus. The background has buildings and the sun is shining brightly.",There is music playing in the background.,"A person is riding a bicycle on a bridge while colorful animated characters, such as a yellow cat and a blue octopus, float around. The background features buildings and the sun shining brightly, with music playing in the background.",1,Urban Scenario,2,3D Animation,3,Musical Sounds,1,Sequential Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_mfMDjv7-GAQ_scene-0.mp4,mfMDjv7-GAQ_scene-0,mfMDjv7-GAQ_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.815179347991943,0.1996881812810897,5.0,../../datasets/JavisBench/data/youtube_clip_mfMDjv7-GAQ_scene-0.wav,mfMDjv7-GAQ_scene-0,16000,The video shows a blue flag with the words 'SYSTEM CLEANERS' on it waving in the wind. There's also a close-up of a machine with a blue and white striped roller that seems to be part of a cleaning system. The machine is spraying water or some cleaning solution onto the roller.,There are no distinct sounds mentioned in the video description.,A blue flag with the words 'SYSTEM CLEANERS' waves in the wind. A close-up shows a machine with a blue and white striped roller spraying water or cleaning solution onto the roller.,3,Industrial Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_-hso1H5F4YA_scene-0.mp4,-hso1H5F4YA_scene-0,-hso1H5F4YA_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,5.017561912536621,4.8479838371276855,0.0,../../datasets/JavisBench/data/youtube_clip_-hso1H5F4YA_scene-0.wav,-hso1H5F4YA_scene-0,16000,A man in a blue shirt is standing in front of a large metal bowl filled with what looks like shredded cheese. He is using his right hand to scoop some of the cheese into a small metal container he's holding in his left hand. He seems to be talking or explaining something as he does this. The background shows a kitchen setting with various kitchen items like pots and pans.,There is music playing in the background throughout the video.,A man in a blue shirt stands in front of a large metal bowl filled with shredded cheese in a kitchen setting. He uses his right hand to scoop some cheese into a small metal container held in his left hand while talking or explaining something. Soft music plays in the background.,2,Living Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/FAVDBench_videos_test_3d3Ph7yf8UY_0_5000.mp4,3d3Ph7yf8UY_0_5000,FAVDBench/videos/test/3d3Ph7yf8UY_0_5000.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_3d3Ph7yf8UY_0_5000.wav,3d3Ph7yf8UY_0_5000,16000,"A person is playing two tabla drums. Their hands are moving rhythmically on the drumheads, creating different sounds. The person is wearing a blue shirt and the drums have a natural wood color with some decorative patterns.",There is a rhythmic tabla playing sound. The tabla produces a distinct percussive beat that is characteristic of this instrument.,"A person is playing two tabla drums, their hands moving rhythmically on the drumheads to create different sounds. The tabla produces a distinct percussive beat characteristic of this instrument. The person is wearing a blue shirt and the drums have a natural wood color with some decorative patterns.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/AVSBench_Single-source_s4_data_raw_videos_test_dog_barking_CfO-lBWDvko.mp4,CfO-lBWDvko,AVSBench/Single-source/s4_data/raw_videos/test/dog_barking/CfO-lBWDvko.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/AVSBench_Single-source_s4_data_raw_videos_test_dog_barking_CfO-lBWDvko.wav,CfO-lBWDvko,16000,A small black dog is sitting on a large brown pillow on a couch. The dog is looking around and moving its head. There is a glass door in the background with a white curtain partially covering it. The floor is tiled with brown tiles. There is also a patterned cushion on the couch next to the dog.,A dog is barking. There is also a man speaking in the background.,"A small black dog is sitting on a large brown pillow on a couch, looking around and moving its head. There is a glass door in the background with a white curtain partially covering it, and a patterned cushion next to the dog. The dog is barking, and a man is speaking in the background.",2,Living Scenario,0,Camera Shooting,"1,4","Biological Sounds,Speech Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_UGOy17sG9_c_scene-0.mp4,UGOy17sG9_c_scene-0,UGOy17sG9_c_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.965841293334961,6.846324920654297,0.0,../../datasets/JavisBench/data/youtube_clip_UGOy17sG9_c_scene-0.wav,UGOy17sG9_c_scene-0,16000,"The video shows a large orchestra and choir performing in a concert hall. The orchestra is on the left side, with various musicians playing instruments like violins, cellos, and brass instruments. The choir is on the right, dressed in matching outfits, standing in rows. The audience is seated in the background, watching the performance. The lighting is warm and colorful, with red and purple hues.","There is music playing throughout the video, which seems to be a symphony or an orchestral piece. The music is likely energetic and complex, given the presence of a full orchestra and choir. There are no specific sounds from objects mentioned in the auditory content.","A large orchestra and choir perform in a concert hall. The orchestra, on the left, plays instruments like violins, cellos, and brass instruments, while the choir, dressed in matching outfits, stands on the right in rows. The audience watches from the background as warm, colorful lighting bathes the scene in red and purple hues. The music is energetic and complex, fitting for a full orchestra and choir performance.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_xDJ4CN_msGo_scene-0.mp4,xDJ4CN_msGo_scene-0,xDJ4CN_msGo_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.684365749359131,8.26445484161377,0.0,../../datasets/JavisBench/data/youtube_clip_xDJ4CN_msGo_scene-0.wav,xDJ4CN_msGo_scene-0,16000,There are four birds standing in a parking lot. The parking lot has white lines marking the spaces. There are trees and streetlights around. The sky is blue with some clouds. A car is parked in the background.,There are sounds of birds chirping and a car engine starting.,"Four birds are standing in a parking lot with white lines marking the spaces. Trees and streetlights surround the area, and the sky is blue with some clouds. A car is parked in the background, and the birds are chirping. Suddenly, the car engine starts.",1,Urban Scenario,0,Camera Shooting,"0,1,2","Ambient Sounds,Biological Sounds,Mechanical Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_Il-iwTD0uDQ_scene-1.mp4,Il-iwTD0uDQ_scene-1,Il-iwTD0uDQ_scene-1.mp4,53,240.0,426.0,0.5633802816901409,24.0,102240.0,4.658843517303467,3.320443868637085,0.0,../../datasets/JavisBench/data/youtube_clip_Il-iwTD0uDQ_scene-1.wav,Il-iwTD0uDQ_scene-1,16000,"The video shows a large, bold word ""MIND"" in the foreground. Behind the word, there are various scenes. One scene shows a dinosaur, possibly a T - rex, roaring. Another scene has a person in a dark, hooded outfit. There are also some other indistinct figures and elements in the background, like what looks like a fire or some kind of explosion.",There is music playing in the background throughout the video.,"A large, bold word ""MIND"" is displayed in the foreground. Behind it, a dinosaur, possibly a T-rex, roars loudly. A person in a dark, hooded outfit is also visible, along with some indistinct figures and what appears to be a fire or explosion in the background. Throughout the scene, there is music playing in the background.",4,Virtual Scenario,2,3D Animation,3,Musical Sounds,1,Sequential Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_3wsYZBKASEU_scene-8.mp4,3wsYZBKASEU_scene-8,3wsYZBKASEU_scene-8.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,5.435422420501709,1.1702255010604858,0.0,../../datasets/JavisBench/data/youtube_clip_3wsYZBKASEU_scene-8.wav,3wsYZBKASEU_scene-8,16000,"There are several dogs running on a grassy lawn. The dogs are of different colors, including white and brown. They are running towards the camera. In the background, there are trees and some garden decorations like a stone fountain.",There are sounds of dogs barking and growling.,"Several dogs, including white and brown ones, are running towards the camera on a grassy lawn. The dogs are barking and growling as they run. In the background, there are trees and a stone fountain.",1,Urban Scenario,0,Camera Shooting,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_amBR3AGsKzg_scene-0.mp4,amBR3AGsKzg_scene-0,amBR3AGsKzg_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.8048601150512695,0.676820695400238,0.0,../../datasets/JavisBench/data/youtube_clip_amBR3AGsKzg_scene-0.wav,amBR3AGsKzg_scene-0,16000,"The video shows a narrow alleyway at night. There are orange and white traffic cones set up in a line on the left side, and a rope barrier on the right. The ground is wet, with some puddles reflecting the light from the street lamps. The walls on either side of the alley are somewhat worn, with some posters or signs visible. There's a bright light source at the end of the alley, possibly a street lamp or a building entrance. The alley appears to be empty of people.","The sound of rain falling on a hard surface, likely the wet ground in the alley. There are no other distinct sounds.","The video shows a narrow alleyway at night with orange and white traffic cones set up in a line on the left side and a rope barrier on the right. The ground is wet, with some puddles reflecting the light from the street lamps. The walls on either side are somewhat worn, with some posters or signs visible. A bright light source at the end of the alley, possibly a street lamp or a building entrance, can be seen. The sound of rain falling on the wet ground can be heard. The alley appears to be empty of people.",1,Urban Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_aJV1xr03asw_scene-8.mp4,aJV1xr03asw_scene-8,aJV1xr03asw_scene-8.mp4,88,240.0,426.0,0.5633802816901409,24.0,102240.0,4.980514049530029,3.174119710922241,0.0,../../datasets/JavisBench/data/youtube_clip_aJV1xr03asw_scene-8.wav,aJV1xr03asw_scene-8,16000,"A close-up view of a person's hands playing an acoustic guitar. The guitar has a natural wood finish and six strings. The person's left hand is pressing down on the strings along the fretboard, while the right hand is strumming or plucking the strings.","The sound of an acoustic guitar being played, with the distinct tones of the strings being plucked or strummed.","A close-up view of a person's hands playing an acoustic guitar with a natural wood finish. The left hand presses down on the strings along the fretboard, while the right hand strums or plucks the strings, producing distinct tones.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_AUQoI3DSrgQ_scene-6.mp4,AUQoI3DSrgQ_scene-6,AUQoI3DSrgQ_scene-6.mp4,99,240.0,426.0,0.5633802816901409,24.0,102240.0,5.204993724822998,0.2955959141254425,0.0,../../datasets/JavisBench/data/youtube_clip_AUQoI3DSrgQ_scene-6.wav,AUQoI3DSrgQ_scene-6,16000,"The video shows a nighttime cityscape with tall buildings. There are bright neon signs in various colors, including red, green, and white. One prominent sign has Japanese characters on it. The buildings have a modern look with glass windows. There's also a large, curved archway with red lights outlining it.",There is music playing in the background.,"A nighttime cityscape with tall buildings is shown, featuring bright neon signs in red, green, and white. One prominent sign displays Japanese characters, and the buildings have a modern appearance with glass windows. A large, curved archway with red lights outlining it is also visible. In the background, there is music playing.",1,Urban Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_Zx7jZxtYTvs_scene-0.mp4,Zx7jZxtYTvs_scene-0,Zx7jZxtYTvs_scene-0.mp4,115,240.0,426.0,0.5633802816901409,24.0,102240.0,4.570146083831787,5.730319023132324,0.0,../../datasets/JavisBench/data/youtube_clip_Zx7jZxtYTvs_scene-0.wav,Zx7jZxtYTvs_scene-0,16000,"A cricket match is taking place on a green field. Players in white uniforms are scattered across the field. Some are standing near the pitch, while others are spread out in the outfield. There are also some advertisements visible on the boundary walls.",A duck is quacking.,"A cricket match is taking place on a green field. Players in white uniforms are scattered across the field, some standing near the pitch while others are spread out in the outfield. The sound of a duck quacking can be heard in the background.",1,Urban Scenario,0,Camera Shooting,1,Biological Sounds,0,Single Event,2,Off-screen Sound
../../datasets/JavisBench/data/FAVDBench_videos_test_hUP7FZbgTlk_5204000_5214000.mp4,hUP7FZbgTlk_5204000_5214000,FAVDBench/videos/test/hUP7FZbgTlk_5204000_5214000.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_hUP7FZbgTlk_5204000_5214000.wav,hUP7FZbgTlk_5204000_5214000,16000,"A green and brown off-road vehicle is driving on a dirt path in a grassy field. There are other similar vehicles in the background. The sky is blue with some clouds, and there are trees and hills in the distance.","The sound of an engine running, which is likely from the off-road vehicle in the foreground.","A green and brown off-road vehicle is driving on a dirt path in a grassy field, with the sound of its engine running. Other similar vehicles are visible in the background, and the sky is blue with some clouds, while trees and hills stretch out in the distance.",1,Urban Scenario,0,Camera Shooting,2,Mechanical Sounds,0,Single Event,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_TXGfEDzM3l4_scene-1.mp4,TXGfEDzM3l4_scene-1,TXGfEDzM3l4_scene-1.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.754132270812988,1.9746017456054688,0.0,../../datasets/JavisBench/data/youtube_clip_TXGfEDzM3l4_scene-1.wav,TXGfEDzM3l4_scene-1,16000,"A man is operating a yellow conveyor belt in a warehouse. He is placing boxes onto the conveyor belt. There are other boxes stacked nearby. The warehouse has a high ceiling with metal beams. Another man appears later, helping to place boxes on the conveyor belt.",There are no distinct sounds mentioned in the video description.,"A man is operating a yellow conveyor belt in a warehouse, placing boxes onto it. Other boxes are stacked nearby, and the warehouse has a high ceiling with metal beams. Later, another man joins to help place more boxes on the conveyor belt. The environment is quiet except for the occasional sounds of boxes being moved and the conveyor belt running.",3,Industrial Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,1,Multiple Subjects
../../datasets/JavisBench/data/FAVDBench_videos_test_q3N3D6IcK1g_0_5000.mp4,q3N3D6IcK1g_0_5000,FAVDBench/videos/test/q3N3D6IcK1g_0_5000.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_q3N3D6IcK1g_0_5000.wav,q3N3D6IcK1g_0_5000,16000,"A person is using a chainsaw to carve a wooden sculpture. The sculpture appears to be of an animal, possibly a bird or a similar creature, with wings spread out. The person is wearing a blue hoodie and gray pants. The background shows a grassy area and a road.",The sound of a chainsaw cutting through wood is heard throughout the video.,"A person is using a chainsaw to carve a wooden sculpture of an animal, possibly a bird with wings spread out. The sound of a chainsaw cutting through wood is heard throughout. The person is wearing a blue hoodie and gray pants, and the background shows a grassy area and a road.",1,Urban Scenario,0,Camera Shooting,2,Mechanical Sounds,0,Single Event,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_-hn1QbOsaPA_scene-0.mp4,-hn1QbOsaPA_scene-0,-hn1QbOsaPA_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.572333335876465,24.20618438720703,0.0,../../datasets/JavisBench/data/youtube_clip_-hn1QbOsaPA_scene-0.wav,-hn1QbOsaPA_scene-0,16000,"The video shows a large stadium filled with a crowd of people. The stadium has a roof structure with lights illuminating the area. There are multiple screens displaying different images. The crowd is densely packed, and many people are waving their hands or holding up objects. The field is visible, and there are some people on it, possibly players or staff. The overall atmosphere seems lively and energetic.","There is music playing in the background throughout the video. There are also some sounds of people cheering or shouting, but no specific speech or dialogue is heard.","A large stadium filled with a crowd of people is shown, with a roof structure illuminated by lights. Multiple screens display various images, and the crowd is densely packed, with many people waving their hands or holding up objects. Music plays in the background, and the sounds of cheering and shouting can be heard, adding to the lively and energetic atmosphere. Some people are visible on the field, possibly players or staff.",1,Urban Scenario,0,Camera Shooting,"0,3","Ambient Sounds,Musical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_iNhpH2GL5UI_scene-1.mp4,iNhpH2GL5UI_scene-1,iNhpH2GL5UI_scene-1.mp4,53,240.0,426.0,0.5633802816901409,24.0,102240.0,4.516024589538574,8.909676551818848,1.0,../../datasets/JavisBench/data/youtube_clip_iNhpH2GL5UI_scene-1.wav,iNhpH2GL5UI_scene-1,16000,The video shows a large waterfall cascading down a rocky cliff into a body of water below. The water is a deep blue color and there are some greenish areas on the rocks near the waterfall. The scene is quite dramatic and the water appears to be flowing very fast.,"There is a continuous, loud sound of rushing water, which is the waterfall. The sound is steady and fills the audio space.","A large waterfall cascades down a rocky cliff into a body of water below, creating a dramatic scene. The water is a deep blue color, and there are greenish areas on the rocks near the waterfall. The sound of rushing water fills the air, steady and loud.",0,Natural Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_GrGMU7Bqzj4_scene-5.mp4,GrGMU7Bqzj4_scene-5,GrGMU7Bqzj4_scene-5.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,5.501523494720459,0.8957122564315796,0.0,../../datasets/JavisBench/data/youtube_clip_GrGMU7Bqzj4_scene-5.wav,GrGMU7Bqzj4_scene-5,16000,"The video shows a scene from an animated movie. There's a large, green mountain in the background with a road winding up it. In the foreground, there's a vehicle that looks like a tank with large red pipes on top. There are also some animals, like a bear and a deer, sitting on the vehicle. The landscape around is filled with colorful flowers and grass. The sky is clear and blue.",There are no specific sounds mentioned in the video description.,"A large, green mountain with a winding road up it serves as the backdrop. In the foreground, a vehicle resembling a tank with large red pipes on top sits, with a bear and a deer resting on it. The landscape is vibrant, filled with colorful flowers and grass, and the sky is clear and blue.",0,Natural Scenario,2,3D Animation,0,Ambient Sounds,0,Single Event,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_l41UoaotgzU_scene-0.mp4,l41UoaotgzU_scene-0,l41UoaotgzU_scene-0.mp4,152,240.0,426.0,0.5633802816901409,24.0,102240.0,4.841116905212402,0.002740106312558,0.0,../../datasets/JavisBench/data/youtube_clip_l41UoaotgzU_scene-0.wav,l41UoaotgzU_scene-0,16000,"There are two small brown birds with red heads standing on the ground. A black bird with a white head flies in from the left side of the frame. A white cat is also present, walking from the right side of the frame towards the center. The background consists of green trees and a stone wall.",There are bird sounds throughout the video.,Two small brown birds with red heads stand on the ground while a black bird with a white head flies in from the left. A white cat walks from the right towards the center of the frame. Bird sounds fill the air as the scene unfolds against a backdrop of green trees and a stone wall.,0,Natural Scenario,0,Camera Shooting,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_WlaWjK5QsUI_scene-4.mp4,WlaWjK5QsUI_scene-4,WlaWjK5QsUI_scene-4.mp4,48,240.0,426.0,0.5633802816901409,24.0,102240.0,4.608680725097656,1.1994203329086304,2.0,../../datasets/JavisBench/data/youtube_clip_WlaWjK5QsUI_scene-4.wav,WlaWjK5QsUI_scene-4,16000,"A group of people are performing a dance in a street. They are wearing colorful costumes, some in blue and red, others in green and red. They are holding flags and moving in unison. There are also some onlookers watching the performance.","There is music playing in the background, and the sound of people cheering and clapping can be heard.","A group of people are performing a dance in a street, wearing colorful costumes in various hues of blue, red, and green while holding flags and moving in unison. The background is filled with the sound of music, and the crowd of onlookers can be heard cheering and clapping.",1,Urban Scenario,0,Camera Shooting,"0,3,4","Ambient Sounds,Musical Sounds,Speech Sounds",2,Simultaneous Events,1,Multiple Subjects
